2023-03-15 22:04:47.841+0000 INFO  Starting...
2023-03-15 22:04:48.216+0000 INFO  This instance is ServerId{0886e3af} (0886e3af-5e35-4770-a55a-1fd0a3007f86)
2023-03-15 22:04:48.879+0000 INFO  ======== Neo4j 5.5.0 ========
2023-03-15 22:04:50.677+0000 INFO  Bolt enabled on 0.0.0.0:7687.
2023-03-15 22:04:51.210+0000 INFO  Remote interface available at http://localhost:7474/
2023-03-15 22:04:51.215+0000 INFO  id: 2130F72F6E43D400E3F7D79AADC9FB7E9F0812403B7322C535A126E061405282
2023-03-15 22:04:51.216+0000 INFO  name: system
2023-03-15 22:04:51.217+0000 INFO  creationDate: 2023-03-15T22:04:49.4Z
2023-03-15 22:04:51.219+0000 INFO  Started.
2023-03-15 22:05:18.954+0000 INFO  Neo4j Server shutdown initiated by request
2023-03-15 22:05:18.960+0000 INFO  Stopping...
2023-03-15 22:05:24.087+0000 INFO  Stopped.
2023-03-15 22:09:16.580+0000 WARN  Use of deprecated setting 'dbms.security.procedures.whitelist'. It is replaced by 'dbms.security.procedures.allowlist'.
2023-03-15 22:09:16.586+0000 INFO  Starting...
2023-03-15 22:09:16.945+0000 INFO  This instance is ServerId{0886e3af} (0886e3af-5e35-4770-a55a-1fd0a3007f86)
2023-03-15 22:09:17.558+0000 INFO  ======== Neo4j 5.5.0 ========
2023-03-15 22:09:17.661+0000 INFO  GDS compatibility: for Neo4j Settings 4.4 -- not available, for Neo4j Settings 5.1 -- not available, for Neo4j Settings 5.2.0 -- not available, for Neo4j Settings 5.3 -- not available, for Neo4j Settings 5.4 -- not available, for Neo4j Settings 5.5 -- available, selected: Neo4j Settings 5.5
2023-03-15 22:09:17.662+0000 INFO  GDS compatibility: for Neo4j 4.4 -- not available, for Neo4j 5.1 -- not available, for Neo4j 5.2.0 -- not available, for Neo4j 5.3 -- not available, for Neo4j 5.4 -- not available, for Neo4j 5.5 -- available, selected: Neo4j 5.5
2023-03-15 22:09:27.854+0000 INFO  Bolt enabled on 0.0.0.0:7687.
2023-03-15 22:09:28.531+0000 INFO  Remote interface available at http://localhost:7474/
2023-03-15 22:09:28.535+0000 INFO  id: 2130F72F6E43D400E3F7D79AADC9FB7E9F0812403B7322C535A126E061405282
2023-03-15 22:09:28.537+0000 INFO  name: system
2023-03-15 22:09:28.538+0000 INFO  creationDate: 2023-03-15T22:04:49.4Z
2023-03-15 22:09:28.539+0000 INFO  Started.
2023-03-16 11:42:59.446+0000 INFO  [neo4j.BoltWorker-6 [bolt-2000 - /172.25.0.1:51870]] Loading :: Start
2023-03-16 11:42:59.455+0000 INFO  [neo4j.BoltWorker-6 [bolt-2000 - /172.25.0.1:51870]] Loading :: Nodes :: Start
2023-03-16 11:42:59.457+0000 INFO  [neo4j.BoltWorker-6 [bolt-2000 - /172.25.0.1:51870]] Loading :: Nodes :: Store Scan :: Start
2023-03-16 11:42:59.467+0000 INFO  [node-store-scan-2] Loading :: Nodes :: Store Scan 100%
